,year,divorce,happy,female,unem10
4523,1996,0,3,1,0.0
4524,1996,0,2,0,0.0
4526,1996,0,2,0,0.0
4527,1996,0,2,1,1.0
4533,1996,0,3,1,0.0
4535,1996,0,2,1,0.0
4536,1996,1,3,1,0.0
4537,1996,0,3,1,0.0
4540,1996,1,3,0,1.0
4545,1996,0,3,0,0.0
4548,1996,0,2,0,0.0
4550,1996,0,3,0,1.0
4554,1996,1,2,1,0.0
4560,1996,0,2,1,0.0
4563,1996,0,1,0,0.0
4567,1996,0,2,1,1.0
4568,1996,0,2,1,0.0
4569,1996,0,3,1,0.0
4572,1996,0,2,0,0.0
4575,1996,0,2,1,1.0
4576,1996,0,2,1,0.0
4578,1996,0,3,1,0.0
4579,1996,0,3,0,0.0
4583,1996,1,3,0,0.0
4584,1996,0,2,0,0.0
4585,1996,0,3,1,0.0
4591,1996,1,3,1,0.0
4594,1996,1,3,1,1.0
4595,1996,1,3,0,1.0
4603,1996,0,2,1,1.0
4609,1996,0,2,1,0.0
4610,1996,0,3,0,0.0
4613,1996,0,1,1,0.0
4614,1996,0,2,0,0.0
4615,1996,0,3,1,0.0
4618,1996,0,3,0,0.0
4619,1996,1,3,1,0.0
4621,1996,1,3,0,0.0
4623,1996,1,2,1,1.0
4625,1996,0,2,0,0.0
4630,1996,0,2,0,0.0
4631,1996,0,2,0,1.0
4633,1996,0,3,0,1.0
4637,1996,1,3,0,1.0
4639,1996,0,3,0,1.0
4647,1996,0,3,0,0.0
4648,1996,1,3,1,0.0
4651,1996,0,3,0,0.0
4653,1996,0,1,1,1.0
4655,1996,0,2,0,0.0
4657,1996,1,1,1,0.0
4659,1996,1,2,1,0.0
4662,1996,0,2,1,1.0
4663,1996,0,3,1,0.0
4664,1996,0,2,1,1.0
4666,1996,0,2,1,0.0
4667,1996,0,2,1,0.0
4671,1996,1,2,1,0.0
4673,1996,0,2,1,0.0
4678,1996,0,2,0,0.0
4679,1996,0,3,1,0.0
4680,1996,0,3,0,0.0
4681,1996,1,2,1,0.0
4683,1996,1,2,1,0.0
4686,1996,1,3,0,1.0
4689,1996,0,3,1,0.0
4690,1996,0,2,0,1.0
4691,1996,1,3,1,0.0
4701,1996,0,2,1,0.0
4702,1996,0,3,0,0.0
4705,1996,1,3,1,0.0
4707,1996,1,3,1,0.0
4709,1996,1,2,1,1.0
4715,1996,1,3,0,0.0
4720,1996,0,3,1,1.0
4722,1996,0,2,0,1.0
4725,1996,1,2,0,1.0
4727,1996,1,1,0,0.0
4729,1996,0,2,1,0.0
4730,1996,0,3,1,0.0
4732,1996,0,3,1,0.0
4735,1996,1,2,0,1.0
4737,1996,0,2,1,0.0
4738,1996,0,2,0,0.0
4740,1996,1,2,1,1.0
4749,1996,0,2,0,0.0
4763,1996,0,3,0,0.0
4765,1996,1,2,1,0.0
4771,1996,0,2,1,0.0
4772,1996,0,3,0,0.0
4773,1996,0,3,0,1.0
4774,1996,1,2,0,0.0
4776,1996,1,2,1,1.0
4778,1996,0,3,0,0.0
4779,1996,1,3,1,0.0
4781,1996,1,1,1,0.0
4782,1996,0,3,0,0.0
4792,1996,0,2,1,0.0
4793,1996,0,1,1,0.0
4794,1996,0,3,0,0.0
4796,1996,1,3,0,0.0
4798,1996,0,2,0,0.0
4801,1996,1,2,0,0.0
4802,1996,0,3,1,0.0
4805,1996,0,2,0,0.0
4806,1996,0,3,0,0.0
4808,1996,1,2,0,0.0
4809,1996,0,2,0,0.0
4810,1996,0,3,1,0.0
4811,1996,0,2,1,1.0
4812,1996,0,2,0,0.0
4814,1996,0,2,1,0.0
4816,1996,0,3,0,0.0
4817,1996,0,3,0,0.0
4818,1996,0,2,1,0.0
4820,1996,1,3,1,0.0
4821,1996,1,3,0,1.0
4827,1996,0,1,0,1.0
4828,1996,0,3,1,0.0
4830,1996,0,2,1,1.0
4832,1996,1,2,0,0.0
4833,1996,0,3,1,0.0
4837,1996,0,3,1,0.0
4838,1996,0,2,1,0.0
4839,1996,0,2,1,0.0
4840,1996,0,3,1,0.0
4841,1996,0,2,0,0.0
4842,1996,0,3,1,0.0
4843,1996,1,3,0,0.0
4846,1996,0,1,1,0.0
4848,1996,0,1,1,0.0
4849,1996,0,3,1,0.0
4855,1996,0,2,0,0.0
4856,1996,1,1,0,0.0
4863,1996,0,2,1,0.0
4869,1996,0,2,1,0.0
4870,1996,1,2,1,0.0
4872,1996,1,3,0,0.0
4873,1996,1,3,0,0.0
4874,1996,0,2,0,1.0
4875,1996,0,3,1,0.0
4876,1996,0,2,0,0.0
4877,1996,1,2,1,0.0
4881,1996,0,3,0,0.0
4882,1996,0,2,0,0.0
4893,1996,0,3,1,0.0
4898,1996,1,3,0,0.0
4899,1996,0,2,0,1.0
4900,1996,0,2,1,0.0
4901,1996,0,3,0,0.0
4929,1996,0,3,0,0.0
4930,1996,1,1,1,1.0
4931,1996,0,3,0,1.0
4935,1996,0,1,1,1.0
4936,1996,0,3,1,0.0
4941,1996,1,2,0,0.0
4944,1996,1,2,1,1.0
4945,1996,0,2,1,0.0
4946,1996,0,3,1,1.0
4948,1996,0,2,0,1.0
4950,1996,0,2,1,0.0
4951,1996,0,2,1,0.0
4953,1996,1,2,0,0.0
4954,1996,0,3,1,1.0
4956,1996,0,2,0,0.0
4959,1996,0,2,1,0.0
4960,1996,0,2,0,0.0
4963,1996,0,2,1,1.0
4964,1996,0,3,0,1.0
4965,1996,0,3,1,1.0
4968,1996,1,2,1,1.0
4972,1996,1,3,0,0.0
4974,1996,0,2,0,0.0
4976,1996,0,3,1,0.0
4977,1996,0,3,1,0.0
4978,1996,0,2,1,0.0
4981,1996,0,3,1,1.0
4983,1996,0,3,1,0.0
4994,1996,1,2,1,0.0
4996,1996,0,3,1,0.0
4998,1996,0,2,1,0.0
4999,1996,0,1,1,0.0
5001,1996,0,3,1,0.0
5005,1996,0,2,0,0.0
5009,1996,0,3,0,0.0
5010,1996,0,3,1,0.0
5011,1996,0,3,1,0.0
5013,1996,0,2,0,1.0
5014,1996,0,3,1,0.0
5015,1996,1,2,0,1.0
5022,1996,0,2,1,0.0
5027,1996,0,1,0,1.0
5029,1996,0,3,0,0.0
5030,1996,0,2,1,0.0
5033,1996,1,3,1,1.0
5036,1996,0,2,1,0.0
5037,1996,0,3,1,0.0
5043,1996,0,3,0,1.0
5044,1996,0,2,1,1.0
5045,1996,0,2,1,1.0
5050,1996,0,3,0,0.0
5056,1996,0,3,0,1.0
5058,1996,0,2,0,1.0
5060,1996,0,2,1,0.0
5061,1996,1,2,0,0.0
5065,1996,0,2,1,0.0
5072,1996,0,2,0,1.0
5073,1996,1,3,0,1.0
5075,1996,1,2,1,0.0
5079,1996,0,1,0,1.0
5080,1996,0,2,1,1.0
5084,1996,0,3,0,0.0
5088,1996,0,2,0,0.0
5089,1996,0,3,0,1.0
5090,1996,1,2,0,0.0
5095,1996,0,3,1,0.0
5096,1996,1,3,0,0.0
5098,1996,1,3,1,1.0
5099,1996,0,3,0,1.0
5101,1996,0,2,0,1.0
5105,1996,1,2,0,0.0
5107,1996,0,3,0,0.0
5110,1996,0,3,1,1.0
5112,1996,0,1,1,0.0
5116,1996,0,3,1,0.0
5117,1996,0,3,1,0.0
5119,1996,0,2,0,0.0
5120,1996,1,3,0,0.0
5128,1996,0,2,0,0.0
5130,1996,1,2,0,1.0
5131,1996,0,3,0,0.0
5133,1996,0,2,0,1.0
5135,1996,0,3,0,0.0
5144,1996,0,3,1,1.0
5145,1996,1,1,1,1.0
5146,1996,0,1,1,1.0
5149,1996,0,3,0,1.0
5155,1996,1,2,1,0.0
5157,1996,0,3,1,0.0
5158,1996,0,2,1,1.0
5166,1996,0,2,0,0.0
5168,1996,0,2,0,0.0
5169,1996,0,1,0,1.0
5171,1996,0,3,0,0.0
5173,1996,1,3,0,1.0
5175,1996,1,2,0,0.0
5176,1996,1,2,1,1.0
5181,1996,0,3,1,1.0
5183,1996,1,1,1,0.0
5189,1996,1,2,0,0.0
5191,1996,0,1,0,1.0
5192,1996,0,2,1,1.0
5199,1996,0,3,1,0.0
5204,1996,0,2,1,0.0
5206,1996,1,2,1,0.0
5207,1996,0,2,0,0.0
5208,1996,1,3,1,0.0
5210,1996,0,2,1,0.0
5214,1996,0,2,1,0.0
5216,1996,0,2,1,0.0
5217,1996,0,2,0,1.0
5219,1996,0,3,1,0.0
5224,1996,1,1,1,1.0
5225,1996,1,2,0,0.0
5226,1996,0,2,1,0.0
5227,1996,1,2,0,1.0
5228,1996,0,2,0,0.0
5230,1996,0,2,0,0.0
5231,1996,0,2,0,1.0
5232,1996,0,3,1,1.0
5235,1996,1,2,1,0.0
5237,1996,0,3,1,1.0
5239,1996,1,3,0,1.0
5242,1996,0,2,1,1.0
5246,1996,0,3,1,0.0
5250,1996,0,2,1,1.0
5252,1996,0,2,1,0.0
5255,1996,0,2,1,0.0
5256,1996,0,2,1,0.0
5257,1996,0,3,1,0.0
5260,1996,0,3,0,0.0
5264,1996,1,3,1,0.0
5265,1996,0,2,1,0.0
5268,1996,0,2,1,1.0
5269,1996,0,2,0,0.0
5270,1996,0,2,0,0.0
5272,1996,0,2,1,0.0
5277,1996,0,3,1,0.0
5279,1996,0,2,1,0.0
5281,1996,1,2,0,0.0
5282,1996,0,2,0,0.0
5283,1996,0,3,1,0.0
5284,1996,0,2,1,0.0
5291,1996,1,2,0,0.0
5292,1996,0,1,1,0.0
5293,1996,0,2,1,0.0
5294,1996,0,3,0,0.0
5297,1996,0,2,1,0.0
5301,1996,0,1,1,1.0
5306,1996,0,2,1,0.0
5307,1996,0,2,1,0.0
5318,1996,0,1,0,1.0
5322,1996,0,3,1,1.0
5327,1996,1,3,0,1.0
5331,1996,0,2,0,1.0
5333,1996,0,2,1,1.0
5336,1996,1,2,1,1.0
5337,1996,0,2,1,0.0
5340,1996,0,2,1,0.0
5341,1996,0,2,1,0.0
5344,1996,0,2,1,0.0
5345,1996,0,3,0,0.0
5352,1996,0,2,0,0.0
5353,1996,0,2,1,1.0
5356,1996,0,2,0,0.0
5362,1996,0,3,0,0.0
5363,1996,0,2,1,0.0
5366,1996,0,2,1,0.0
5368,1996,0,2,0,0.0
5371,1996,0,3,0,0.0
5372,1996,1,3,1,0.0
5373,1996,0,2,0,0.0
5375,1996,0,2,1,0.0
5376,1996,0,1,1,1.0
5377,1996,1,2,0,0.0
5380,1996,0,2,1,0.0
5381,1996,1,3,1,0.0
5382,1996,0,2,0,0.0
5383,1996,0,2,0,0.0
5384,1996,1,3,1,0.0
5385,1996,1,2,0,0.0
5390,1996,0,2,1,0.0
5394,1996,0,2,1,1.0
5395,1996,1,3,0,0.0
5397,1996,1,3,1,0.0
5399,1996,0,2,0,1.0
5400,1996,0,3,0,0.0
5401,1996,0,3,1,0.0
5403,1996,0,3,0,0.0
5406,1996,0,2,0,1.0
5408,1996,0,3,0,0.0
5409,1996,0,1,0,1.0
5410,1996,0,2,1,0.0
5412,1996,0,2,1,1.0
5417,1996,0,3,1,1.0
5418,1996,0,2,0,1.0
5420,1996,1,2,1,1.0
5421,1996,1,2,0,0.0
5423,1996,0,1,1,0.0
5425,1996,0,2,1,0.0
5426,1996,0,2,0,0.0
5433,1996,0,2,0,1.0
5435,1996,1,1,1,1.0
5437,1996,0,3,0,0.0
5439,1996,0,2,1,1.0
5442,1996,0,3,0,0.0
5445,1996,1,2,0,0.0
5450,1996,0,3,0,0.0
5453,1996,0,2,1,0.0
5455,1996,1,2,1,1.0
5456,1996,0,3,0,0.0
5458,1996,0,2,1,1.0
5459,1996,1,3,1,0.0
5460,1996,0,2,0,0.0
5461,1996,0,2,1,1.0
5462,1996,1,3,0,0.0
5467,1996,0,1,0,0.0
5470,1996,0,3,1,0.0
5473,1996,0,3,1,0.0
5474,1996,0,3,0,0.0
5476,1996,0,3,1,0.0
5477,1996,0,2,1,0.0
5478,1996,1,2,1,0.0
5479,1996,0,3,0,0.0
5480,1996,1,2,1,0.0
5481,1996,0,2,0,1.0
5482,1996,0,3,1,0.0
5487,1996,0,3,0,0.0
5488,1996,0,3,1,0.0
5489,1996,0,3,0,0.0
5493,1996,0,2,1,0.0
5495,1996,0,3,0,0.0
5499,1996,0,2,1,0.0
5506,1996,1,2,1,1.0
5508,1996,1,2,0,0.0
5512,1996,0,2,1,0.0
5513,1996,0,3,1,0.0
5515,1996,0,3,1,0.0
5517,1996,0,2,0,1.0
5519,1996,0,2,0,0.0
5522,1996,0,2,1,0.0
5524,1996,1,2,1,0.0
5525,1996,0,3,1,0.0
5526,1996,0,2,1,0.0
5530,1996,0,2,0,1.0
5534,1996,0,2,1,0.0
5537,1996,0,3,1,0.0
5538,1996,0,3,1,0.0
5539,1996,0,2,1,0.0
5540,1996,0,2,1,0.0
5541,1996,0,2,1,1.0
5542,1996,0,3,1,1.0
5543,1996,0,2,0,0.0
5545,1996,0,3,1,0.0
5546,1996,0,2,1,0.0
5549,1996,1,1,1,0.0
5550,1996,0,2,1,1.0
5556,1996,0,2,1,0.0
5557,1996,0,3,1,0.0
5558,1996,0,3,1,0.0
5563,1996,0,2,0,0.0
5564,1996,0,3,1,0.0
5567,1996,0,3,1,0.0
5568,1996,0,2,1,1.0
5569,1996,1,3,1,1.0
5573,1996,0,2,0,1.0
5575,1996,0,2,1,0.0
5577,1996,0,2,1,1.0
5579,1996,0,2,0,0.0
5582,1996,0,3,1,0.0
5583,1996,1,1,0,0.0
5586,1996,0,1,1,0.0
5588,1996,1,3,0,0.0
5589,1996,1,2,1,1.0
5590,1996,0,2,1,0.0
5598,1996,0,1,1,0.0
5603,1996,0,3,1,0.0
5606,1996,0,2,1,0.0
5608,1996,0,3,0,0.0
5609,1996,0,3,1,1.0
5610,1996,0,1,0,0.0
5611,1996,1,2,1,1.0
5612,1996,0,3,0,0.0
5614,1996,0,3,1,1.0
5615,1996,0,2,0,0.0
5618,1996,0,2,1,0.0
5619,1996,1,2,1,0.0
5624,1996,0,3,1,0.0
5625,1996,0,2,1,0.0
5626,1996,1,3,0,0.0
5628,1996,1,2,1,0.0
5630,1996,0,1,1,0.0
5631,1996,1,3,1,0.0
5633,1996,0,3,1,0.0
5634,1996,0,3,0,0.0
5635,1996,0,2,1,0.0
5637,1996,0,3,1,0.0
5640,1996,0,2,0,0.0
5643,1996,0,3,0,0.0
5646,1996,0,3,0,0.0
5657,1996,1,2,0,0.0
5658,1996,0,3,0,0.0
5659,1996,0,1,0,1.0
5661,1996,0,3,1,0.0
5663,1996,0,2,1,1.0
5664,1996,1,2,0,0.0
5666,1996,0,2,1,0.0
5668,1996,1,3,0,0.0
5669,1996,1,2,1,0.0
5672,1996,0,2,1,0.0
5673,1996,0,3,0,0.0
5675,1996,0,3,1,0.0
5676,1996,0,3,1,0.0
5679,1996,1,3,0,0.0
5680,1996,0,2,1,1.0
5681,1996,0,3,1,0.0
5682,1996,0,1,0,0.0
5683,1996,0,3,0,1.0
5685,1996,0,3,0,0.0
5686,1996,0,3,1,0.0
5694,1996,1,3,0,0.0
5698,1996,1,3,0,1.0
5700,1996,0,3,1,0.0
5703,1996,1,2,1,0.0
5704,1996,0,2,1,0.0
5707,1996,0,1,0,0.0
5708,1996,1,3,1,1.0
5709,1996,0,3,0,0.0
5710,1996,0,2,1,0.0
5711,1996,0,2,1,0.0
5714,1996,0,2,0,1.0
5716,1996,0,2,0,0.0
5721,1996,0,2,1,0.0
5722,1996,0,2,1,0.0
5725,1996,1,3,1,0.0
5726,1996,0,3,1,1.0
5730,1996,0,1,0,0.0
5731,1996,1,2,0,0.0
5732,1996,0,2,1,0.0
5734,1996,1,3,1,0.0
5742,1996,0,2,0,0.0
5758,1996,0,3,0,1.0
5761,1996,0,3,1,0.0
5765,1996,0,3,0,0.0
5766,1996,0,3,0,1.0
5768,1996,0,3,0,0.0
5773,1996,0,2,1,0.0
5774,1996,1,3,1,0.0
5775,1996,1,2,1,0.0
5776,1996,0,2,1,0.0
5778,1996,0,2,1,0.0
5779,1996,1,3,1,0.0
5782,1996,0,2,1,0.0
5785,1996,0,1,0,0.0
5787,1996,0,2,1,1.0
5791,1996,0,2,0,0.0
5792,1996,0,3,0,0.0
5799,1996,0,2,1,0.0
5802,1996,0,2,1,1.0
5804,1996,1,2,0,0.0
5805,1996,0,2,1,0.0
5807,1996,0,2,1,0.0
5808,1996,0,3,1,0.0
5809,1996,0,2,0,0.0
5811,1996,0,3,1,0.0
5812,1996,0,2,0,1.0
5813,1996,1,2,1,0.0
5814,1996,0,2,0,0.0
5815,1996,0,2,0,0.0
5817,1996,0,3,0,0.0
5823,1996,0,3,1,0.0
5824,1996,1,3,0,0.0
5829,1996,0,3,1,0.0
5830,1996,0,2,0,0.0
5831,1996,1,2,1,1.0
5832,1996,0,2,0,0.0
5836,1996,1,2,1,0.0
5844,1996,0,2,1,0.0
5845,1996,0,2,0,1.0
5847,1996,1,2,1,0.0
5848,1996,0,3,1,0.0
5852,1996,0,3,1,0.0
5853,1996,1,3,0,0.0
5860,1996,0,3,0,1.0
5861,1996,0,2,1,1.0
5864,1998,0,3,0,1.0
5873,1998,0,2,1,0.0
5875,1998,1,2,0,0.0
5877,1998,0,2,0,0.0
5879,1998,0,1,1,0.0
5881,1998,0,3,0,0.0
5883,1998,1,2,0,0.0
5885,1998,0,2,1,0.0
5887,1998,0,2,1,0.0
5892,1998,1,2,0,0.0
5900,1998,1,3,0,0.0
5901,1998,0,3,1,0.0
5903,1998,1,3,0,0.0
5906,1998,0,3,1,0.0
5907,1998,0,3,0,1.0
5911,1998,0,2,0,0.0
5914,1998,0,3,1,0.0
5920,1998,0,3,1,0.0
5925,1998,1,1,1,0.0
5926,1998,1,2,1,0.0
5931,1998,0,2,1,0.0
5932,1998,0,2,1,0.0
5933,1998,1,3,1,0.0
5936,1998,1,2,0,0.0
5938,1998,0,3,0,0.0
5939,1998,1,2,1,0.0
5940,1998,0,3,0,0.0
5941,1998,0,3,0,0.0
5944,1998,0,3,0,0.0
5945,1998,0,3,0,0.0
5947,1998,0,3,0,0.0
5950,1998,0,3,0,0.0
5953,1998,0,2,0,0.0
5955,1998,0,2,1,0.0
5957,1998,0,3,1,0.0
5959,1998,0,2,1,0.0
5960,1998,0,2,1,0.0
5961,1998,0,3,0,0.0
5962,1998,0,2,0,0.0
5967,1998,0,2,1,1.0
5974,1998,0,3,1,0.0
5977,1998,0,3,1,1.0
5986,1998,0,3,1,0.0
5987,1998,0,3,1,1.0
5988,1998,1,1,1,0.0
5990,1998,0,2,0,0.0
5993,1998,0,3,0,0.0
5998,1998,0,2,1,0.0
6002,1998,0,1,1,0.0
6003,1998,1,2,1,1.0
6005,1998,0,3,0,0.0
6006,1998,0,2,0,0.0
6007,1998,0,2,1,0.0
6008,1998,0,3,1,0.0
6010,1998,0,2,0,0.0
6011,1998,0,2,1,1.0
6013,1998,0,3,1,0.0
6021,1998,0,1,1,0.0
6024,1998,0,2,1,0.0
6029,1998,0,3,1,0.0
6030,1998,0,2,0,1.0
6031,1998,0,3,0,0.0
6032,1998,0,1,1,0.0
6033,1998,0,2,1,0.0
6039,1998,0,2,0,1.0
6041,1998,1,2,0,0.0
6045,1998,0,2,0,0.0
6062,1998,0,3,1,0.0
6063,1998,0,2,1,0.0
6064,1998,0,3,1,0.0
6067,1998,0,3,1,1.0
6071,1998,0,3,0,0.0
6072,1998,0,3,0,0.0
6074,1998,0,3,1,0.0
6075,1998,0,1,0,0.0
6078,1998,0,2,0,0.0
6080,1998,0,3,1,1.0
6085,1998,0,3,1,1.0
6087,1998,0,3,1,0.0
6088,1998,0,3,0,1.0
6091,1998,0,3,1,1.0
6093,1998,0,1,0,0.0
6094,1998,0,1,0,0.0
6099,1998,0,3,1,0.0
6100,1998,0,2,0,0.0
6102,1998,0,3,1,0.0
6103,1998,0,3,0,0.0
6107,1998,0,3,0,0.0
6109,1998,1,1,1,0.0
6110,1998,0,3,0,1.0
6114,1998,0,3,1,0.0
6120,1998,0,3,0,0.0
6124,1998,0,3,0,0.0
6125,1998,0,2,1,1.0
6127,1998,0,2,1,0.0
6130,1998,0,1,1,0.0
6154,1998,1,2,0,0.0
6155,1998,0,2,1,1.0
6157,1998,0,2,1,0.0
6161,1998,0,2,1,1.0
6164,1998,0,2,0,0.0
6166,1998,0,2,0,0.0
6167,1998,0,2,1,0.0
6168,1998,0,2,1,0.0
6169,1998,0,3,1,1.0
6170,1998,0,3,0,0.0
6173,1998,0,2,0,1.0
6175,1998,0,2,1,0.0
6179,1998,0,2,1,0.0
6182,1998,0,3,1,0.0
6183,1998,0,2,1,1.0
6185,1998,0,3,1,0.0
6186,1998,0,3,0,0.0
6188,1998,0,2,0,0.0
6190,1998,0,3,0,1.0
6193,1998,1,2,0,0.0
6194,1998,0,2,1,0.0
6195,1998,0,2,0,0.0
6196,1998,1,3,1,0.0
6197,1998,1,3,1,1.0
6200,1998,0,2,0,0.0
6202,1998,1,2,1,0.0
6207,1998,1,1,1,0.0
6212,1998,0,3,0,0.0
6213,1998,0,2,0,1.0
6221,1998,0,2,1,0.0
6222,1998,0,2,1,1.0
6224,1998,1,2,1,0.0
6226,1998,0,3,0,0.0
6228,1998,1,3,0,0.0
6230,1998,0,2,0,1.0
6233,1998,0,2,1,0.0
6236,1998,0,3,0,0.0
6237,1998,0,2,0,0.0
6249,1998,0,1,1,1.0
6254,1998,0,2,1,1.0
6255,1998,0,1,1,0.0
6257,1998,0,2,0,1.0
6258,1998,1,3,0,0.0
6262,1998,0,3,0,1.0
6263,1998,0,3,0,0.0
6264,1998,0,2,0,1.0
6265,1998,0,1,1,0.0
6266,1998,0,2,0,0.0
6267,1998,0,2,1,0.0
6270,1998,0,3,1,0.0
6284,1998,0,3,0,0.0
6285,1998,0,1,1,1.0
6288,1998,0,2,1,1.0
6289,1998,1,3,1,0.0
6292,1998,0,2,1,0.0
6294,1998,0,3,0,0.0
6295,1998,0,2,1,0.0
6298,1998,1,1,1,0.0
6307,1998,0,2,1,0.0
6309,1998,1,2,0,0.0
6311,1998,1,2,0,0.0
6312,1998,0,1,0,1.0
6317,1998,0,3,0,0.0
6326,1998,1,1,1,1.0
6328,1998,0,2,1,0.0
6334,1998,0,1,1,0.0
6343,1998,0,1,0,1.0
6344,1998,0,2,0,0.0
6345,1998,0,1,1,0.0
6346,1998,0,3,1,0.0
6347,1998,1,3,1,0.0
6351,1998,0,3,0,0.0
6353,1998,1,3,1,1.0
6356,1998,0,2,0,0.0
6357,1998,0,2,1,0.0
6363,1998,0,3,0,0.0
6369,1998,0,1,1,0.0
6370,1998,0,2,0,1.0
6373,1998,0,2,0,0.0
6375,1998,0,3,1,0.0
6376,1998,0,2,1,0.0
6386,1998,0,2,1,0.0
6391,1998,0,2,1,0.0
6394,1998,0,2,1,1.0
6400,1998,0,3,0,1.0
6405,1998,0,3,1,0.0
6407,1998,0,3,0,0.0
6408,1998,0,1,1,0.0
6410,1998,0,2,1,1.0
6411,1998,1,3,0,0.0
6416,1998,0,2,1,1.0
6423,1998,0,2,1,0.0
6425,1998,0,2,0,1.0
6426,1998,1,3,1,1.0
6431,1998,0,2,0,0.0
6434,1998,0,2,1,0.0
6436,1998,0,2,1,0.0
6439,1998,0,2,1,0.0
6443,1998,0,3,1,0.0
6445,1998,0,2,1,0.0
6446,1998,0,3,0,0.0
6448,1998,0,3,0,0.0
6450,1998,0,2,0,0.0
6456,1998,0,2,0,1.0
6457,1998,0,2,0,0.0
6459,1998,0,2,0,0.0
6463,1998,0,3,1,0.0
6465,1998,1,3,1,0.0
6467,1998,0,1,1,0.0
6468,1998,0,2,1,0.0
6469,1998,0,2,1,0.0
6470,1998,0,2,1,0.0
6473,1998,0,2,0,0.0
6476,1998,0,3,0,0.0
6478,1998,0,2,0,0.0
6481,1998,0,2,1,1.0
6483,1998,0,2,1,0.0
6484,1998,0,3,1,0.0
6487,1998,0,2,0,0.0
6495,1998,0,2,1,0.0
6497,1998,0,2,1,1.0
6498,1998,0,3,1,0.0
6500,1998,0,3,1,0.0
6502,1998,0,2,1,0.0
6503,1998,0,3,1,0.0
6504,1998,1,3,1,0.0
6505,1998,0,2,1,0.0
6507,1998,0,2,1,0.0
6513,1998,1,3,1,0.0
6517,1998,1,2,1,1.0
6518,1998,0,3,0,1.0
6519,1998,0,1,0,1.0
6522,1998,1,2,0,0.0
6523,1998,0,2,1,1.0
6527,1998,0,2,0,0.0
6533,1998,0,2,1,0.0
6535,1998,0,2,0,1.0
6536,1998,0,3,1,1.0
6539,1998,1,2,0,0.0
6541,1998,0,2,1,0.0
6543,1998,1,1,1,1.0
6544,1998,0,2,1,1.0
6545,1998,0,3,0,0.0
6546,1998,1,2,1,0.0
6547,1998,0,1,1,0.0
6551,1998,0,3,1,0.0
6552,1998,0,2,1,0.0
6553,1998,1,3,0,0.0
6554,1998,1,3,1,0.0
6558,1998,0,2,1,0.0
6560,1998,0,3,1,0.0
6561,1998,0,2,0,1.0
6563,1998,0,2,1,0.0
6564,1998,0,2,1,0.0
6565,1998,0,3,0,0.0
6566,1998,0,1,0,0.0
6569,1998,0,3,1,0.0
6571,1998,1,2,0,1.0
6573,1998,0,3,1,0.0
6574,1998,1,2,0,1.0
6576,1998,0,3,1,0.0
6577,1998,0,3,1,0.0
6579,1998,0,2,1,0.0
6580,1998,0,2,0,0.0
6581,1998,0,2,1,0.0
6582,1998,0,2,0,0.0
6584,1998,0,1,1,0.0
6585,1998,0,3,1,0.0
6588,1998,0,2,1,1.0
6589,1998,1,2,0,0.0
6590,1998,0,3,0,0.0
6591,1998,0,2,0,0.0
6593,1998,0,2,0,0.0
6595,1998,0,3,1,0.0
6597,1998,0,2,1,0.0
6598,1998,1,2,0,0.0
6599,1998,0,2,1,0.0
6602,1998,0,3,1,0.0
6604,1998,0,3,0,0.0
6605,1998,0,2,1,0.0
6611,1998,0,3,0,0.0
6616,1998,0,3,1,0.0
6621,1998,0,2,0,1.0
6622,1998,0,2,0,1.0
6623,1998,1,2,0,0.0
6624,1998,0,2,0,1.0
6626,1998,0,3,0,0.0
6630,1998,0,3,1,0.0
6634,1998,0,2,0,1.0
6637,1998,0,2,1,0.0
6638,1998,0,2,0,0.0
6639,1998,0,1,0,0.0
6641,1998,0,2,1,0.0
6642,1998,1,2,1,0.0
6646,1998,0,2,1,0.0
6650,1998,0,3,1,0.0
6652,1998,1,3,1,0.0
6658,1998,0,2,0,0.0
6663,1998,0,3,1,0.0
6664,1998,0,2,0,0.0
6665,1998,0,3,1,1.0
6667,1998,0,2,1,0.0
6668,1998,0,1,1,0.0
6669,1998,0,3,1,0.0
6670,1998,0,3,0,0.0
6671,1998,0,3,1,0.0
6672,1998,1,1,0,0.0
6674,1998,1,3,1,0.0
6675,1998,1,2,1,0.0
6680,1998,1,3,0,0.0
6681,1998,0,3,0,0.0
6683,1998,0,3,0,0.0
6684,1998,1,3,0,0.0
6686,1998,0,3,0,0.0
6689,1998,0,3,0,0.0
6693,1998,0,2,1,0.0
6694,1998,0,1,1,0.0
6696,1998,1,1,0,1.0
6699,1998,1,2,1,0.0
6708,1998,0,1,1,0.0
6709,1998,1,2,1,0.0
6710,1998,0,1,1,0.0
6711,1998,0,1,1,0.0
6712,1998,0,1,0,0.0
6713,1998,0,2,0,0.0
6715,1998,0,2,0,0.0
6718,1998,0,3,1,0.0
6719,1998,1,3,1,0.0
6722,1998,1,3,0,0.0
6726,1998,0,3,0,1.0
6728,1998,1,2,1,0.0
6729,1998,0,3,1,0.0
6732,1998,1,2,0,1.0
6734,1998,0,2,1,0.0
6735,1998,1,2,1,0.0
6736,1998,1,3,1,0.0
6745,1998,1,2,0,0.0
6747,1998,0,3,1,0.0
6748,1998,1,3,0,1.0
6750,1998,1,1,0,1.0
6754,1998,0,3,0,1.0
6761,1998,1,3,1,0.0
6762,1998,0,2,1,0.0
